# time [s]; height [m]; vInf [m/s]; vHor [m/s]; vVer [m/s]
864.55000;40225.84944;26.03904;-16.71272;5.01233
864.80000;40227.10245;26.03928;-16.71383;5.01172
865.05000;40228.35545;26.03952;-16.71519;5.01232
865.30000;40229.60858;26.03973;-16.71654;5.01272
865.55000;40230.86178;26.03993;-16.71786;5.01291
865.80000;40232.11501;26.04013;-16.71914;5.01289
866.05000;40233.36820;26.04035;-16.72035;5.01267
866.30000;40234.62149;26.04054;-16.72184;5.01365
866.55000;40235.87483;26.04074;-16.72300;5.01301
866.80000;40237.12815;26.04094;-16.72440;5.01357
867.05000;40238.38141;26.04118;-16.72542;5.01252
867.30000;40239.63456;26.04146;-16.72666;5.01268
867.55000;40240.88790;26.04167;-16.72820;5.01405
867.80000;40242.14138;26.04186;-16.72945;5.01381
868.05000;40243.39478;26.04209;-16.73061;5.01335
868.30000;40244.64821;26.04230;-16.73203;5.01410
868.55000;40245.90180;26.04246;-16.73346;5.01465
868.80000;40247.15533;26.04269;-16.73451;5.01357
869.05000;40248.40874;26.04294;-16.73576;5.01370
869.30000;40249.66215;26.04320;-16.73697;5.01363
869.55000;40250.91570;26.04341;-16.73847;5.01477
869.80000;40252.16934;26.04362;-16.73965;5.01430
870.05000;40253.42300;26.04382;-16.74108;5.01502
870.30000;40254.67665;26.04405;-16.74216;5.01413
870.55000;40255.93022;26.04430;-16.74346;5.01445
870.80000;40257.18385;26.04454;-16.74472;5.01457
871.05000;40258.43748;26.04479;-16.74594;5.01449
871.30000;40259.69124;26.04499;-16.74745;5.01561
871.55000;40260.94508;26.04519;-16.74863;5.01511
871.80000;40262.19895;26.04538;-16.75007;5.01582
872.05000;40263.45279;26.04561;-16.75115;5.01491
872.30000;40264.70655;26.04585;-16.75245;5.01521
872.55000;40265.96037;26.04610;-16.75371;5.01530
872.80000;40267.21418;26.04635;-16.75492;5.01519
873.05000;40268.46812;26.04655;-16.75642;5.01630
873.30000;40269.72212;26.04676;-16.75760;5.01578
873.55000;40270.97616;26.04696;-16.75903;5.01647
873.80000;40272.23016;26.04719;-16.76010;5.01553
874.05000;40273.48407;26.04745;-16.76138;5.01581
874.30000;40274.73803;26.04770;-16.76263;5.01589
874.55000;40275.99199;26.04796;-16.76383;5.01576
874.80000;40277.24607;26.04818;-16.76531;5.01685
875.05000;40278.50021;26.04840;-16.76647;5.01632
875.30000;40279.75438;26.04862;-16.76788;5.01700
875.55000;40281.00851;26.04887;-16.76894;5.01606
875.80000;40282.26256;26.04914;-16.77021;5.01633
876.05000;40283.51683;26.04933;-16.77179;5.01781
876.30000;40284.77108;26.04957;-16.77274;5.01626
876.55000;40286.02528;26.04981;-16.77420;5.01733
876.80000;40287.27955;26.05006;-16.77534;5.01679
877.05000;40288.53383;26.05029;-16.77672;5.01745
877.30000;40289.78825;26.05049;-16.77811;5.01791
877.55000;40291.04258;26.05074;-16.77911;5.01675
877.80000;40292.29695;26.05096;-16.78067;5.01821
878.05000;40293.55148;26.05115;-16.78194;5.01805
878.30000;40294.80595;26.05138;-16.78313;5.01769
878.55000;40296.06030;26.05166;-16.78423;5.01712
878.80000;40297.31466;26.05192;-16.78558;5.01777
879.05000;40298.56916;26.05216;-16.78693;5.01821
879.30000;40299.82374;26.05237;-16.78826;5.01845
879.55000;40301.07819;26.05266;-16.78919;5.01708
879.80000;40302.33261;26.05293;-16.79065;5.01833
880.05000;40303.58715;26.05319;-16.79181;5.01797
880.30000;40304.84175;26.05343;-16.79324;5.01882
880.55000;40306.09636;26.05369;-16.79432;5.01806
880.80000;40307.35093;26.05395;-16.79563;5.01851
881.05000;40308.60559;26.05420;-16.79693;5.01876
881.30000;40309.86029;26.05445;-16.79819;5.01881
881.55000;40311.11497;26.05471;-16.79939;5.01866
881.80000;40312.36977;26.05492;-16.80087;5.01971
882.05000;40313.62462;26.05515;-16.80203;5.01914
882.30000;40314.87931;26.05544;-16.80308;5.01838
882.55000;40316.13414;26.05566;-16.80472;5.02023
882.80000;40317.38905;26.05590;-16.80574;5.01907
883.05000;40318.64382;26.05618;-16.80696;5.01911
883.30000;40319.89876;26.05640;-16.80848;5.02035
883.55000;40321.15380;26.05661;-16.80969;5.01999
883.80000;40322.40872;26.05687;-16.81081;5.01941
884.05000;40323.66366;26.05713;-16.81218;5.02005
884.30000;40324.91855;26.05742;-16.81319;5.01908
884.55000;40326.17352;26.05766;-16.81477;5.02073
884.80000;40327.42853;26.05794;-16.81572;5.01936
885.05000;40328.68353;26.05820;-16.81720;5.02061
885.30000;40329.93864;26.05845;-16.81838;5.02024
885.55000;40331.19363;26.05874;-16.81946;5.01969
885.80000;40332.44863;26.05903;-16.82080;5.02034
886.05000;40333.70377;26.05928;-16.82214;5.02079
886.30000;40334.95900;26.05951;-16.82345;5.02104
886.55000;40336.21427;26.05974;-16.82473;5.02109
886.80000;40337.46952;26.05999;-16.82594;5.02093
887.05000;40338.72471;26.06027;-16.82709;5.02058
887.30000;40339.97996;26.06052;-16.82850;5.02143
887.55000;40341.23522;26.06080;-16.82958;5.02067
887.80000;40342.49045;26.06108;-16.83088;5.02112
888.05000;40343.74576;26.06134;-16.83217;5.02138
888.30000;40345.00111;26.06160;-16.83342;5.02143
888.55000;40346.25645;26.06188;-16.83461;5.02129
888.80000;40347.51173;26.06218;-16.83574;5.02095
889.05000;40348.76708;26.06246;-16.83713;5.02182
889.30000;40350.02261;26.06268;-16.83854;5.02249
889.55000;40351.27812;26.06294;-16.83959;5.02155
889.80000;40352.53354;26.06323;-16.84086;5.02181
890.05000;40353.78900;26.06351;-16.84209;5.02188
890.30000;40355.04445;26.06380;-16.84327;5.02176
890.55000;40356.30003;26.06405;-16.84473;5.02284
890.80000;40357.55567;26.06430;-16.84588;5.02231
891.05000;40358.81133;26.06454;-16.84727;5.02298
891.30000;40360.06696;26.06482;-16.84831;5.02205
891.55000;40361.32251;26.06512;-16.84957;5.02233
891.80000;40362.57810;26.06541;-16.85079;5.02241
892.05000;40363.83387;26.06564;-16.85232;5.02370
892.30000;40365.08975;26.06586;-16.85354;5.02338
892.55000;40366.34553;26.06612;-16.85467;5.02285
892.80000;40367.60115;26.06645;-16.85570;5.02213
893.05000;40368.85674;26.06678;-16.85697;5.02262
893.30000;40370.11244;26.06708;-16.85822;5.02292
893.55000;40371.36818;26.06738;-16.85945;5.02303
893.80000;40372.62410;26.06762;-16.86097;5.02434
894.05000;40373.88015;26.06784;-16.86220;5.02404
894.30000;40375.13609;26.06810;-16.86334;5.02354
894.55000;40376.39189;26.06842;-16.86438;5.02284
894.80000;40377.64767;26.06875;-16.86566;5.02335
895.05000;40378.90354;26.06905;-16.86692;5.02368
895.30000;40380.15948;26.06934;-16.86816;5.02380
895.55000;40381.41542;26.06964;-16.86935;5.02373
895.80000;40382.67150;26.06989;-16.87083;5.02487
896.05000;40383.92766;26.07013;-16.87200;5.02440
896.30000;40385.18367;26.07044;-16.87306;5.02373
896.55000;40386.43967;26.07074;-16.87437;5.02427
896.80000;40387.69579;26.07102;-16.87566;5.02462
897.05000;40388.95196;26.07129;-16.87693;5.02477
897.30000;40390.20814;26.07156;-16.87815;5.02471
897.55000;40391.46429;26.07186;-16.87931;5.02446
897.80000;40392.72053;26.07212;-16.88074;5.02542
898.05000;40393.97680;26.07240;-16.88184;5.02477
898.30000;40395.23306;26.07267;-16.88318;5.02533
898.55000;40396.48926;26.07299;-16.88416;5.02429
898.80000;40397.74553;26.07326;-16.88570;5.02585
899.05000;40399.00199;26.07350;-16.88696;5.02582
899.30000;40400.25841;26.07376;-16.88816;5.02558
899.55000;40401.51475;26.07406;-16.88928;5.02514
899.80000;40402.77096;26.07442;-16.89031;5.02451
900.05000;40404.02716;26.07477;-16.89158;5.02510
900.30000;40405.28349;26.07508;-16.89285;5.02550
900.55000;40406.53989;26.07539;-16.89410;5.02570
900.80000;40407.79631;26.07569;-16.89530;5.02571
901.05000;40409.05272;26.07601;-16.89645;5.02553
901.30000;40410.30923;26.07629;-16.89789;5.02655
901.55000;40411.56580;26.07657;-16.89899;5.02598
901.80000;40412.82237;26.07685;-16.90035;5.02660
902.05000;40414.07890;26.07717;-16.90134;5.02563
902.30000;40415.33534;26.07751;-16.90256;5.02588
902.55000;40416.59199;26.07778;-16.90409;5.02732
902.80000;40417.84862;26.07809;-16.90497;5.02577
903.05000;40419.10520;26.07840;-16.90638;5.02683
903.30000;40420.36184;26.07872;-16.90747;5.02629
903.55000;40421.61850;26.07902;-16.90881;5.02696
903.80000;40422.87530;26.07929;-16.91014;5.02744
904.05000;40424.13201;26.07961;-16.91111;5.02632
904.30000;40425.38860;26.07996;-16.91228;5.02640
904.55000;40426.64537;26.08025;-16.91376;5.02770
904.80000;40427.90225;26.08053;-16.91493;5.02740
905.05000;40429.15904;26.08085;-16.91602;5.02690
905.30000;40430.41585;26.08115;-16.91737;5.02761
905.55000;40431.67282;26.08142;-16.91872;5.02812
905.80000;40432.92971;26.08173;-16.91970;5.02704
906.05000;40434.18649;26.08208;-16.92089;5.02716
906.30000;40435.44345;26.08236;-16.92238;5.02849
906.55000;40436.70053;26.08262;-16.92358;5.02822
906.80000;40437.95753;26.08293;-16.92469;5.02775
907.05000;40439.21456;26.08321;-16.92606;5.02849
907.30000;40440.47158;26.08353;-16.92709;5.02763
907.55000;40441.72853;26.08387;-16.92833;5.02798
907.80000;40442.98554;26.08419;-16.92956;5.02814
908.05000;40444.24257;26.08451;-16.93074;5.02811
908.30000;40445.49957;26.08486;-16.93186;5.02789
908.55000;40446.75667;26.08517;-16.93326;5.02887
908.80000;40448.01381;26.08549;-16.93433;5.02826
909.05000;40449.27095;26.08580;-16.93565;5.02886
909.30000;40450.52821;26.08608;-16.93696;5.02926
909.55000;40451.78538;26.08642;-16.93790;5.02807
909.80000;40453.04240;26.08680;-16.93904;5.02809
910.05000;40454.29957;26.08712;-16.94047;5.02932
910.30000;40455.55686;26.08743;-16.94160;5.02896
910.55000;40456.81403;26.08779;-16.94265;5.02841
910.80000;40458.07122;26.08814;-16.94394;5.02907
911.05000;40459.32854;26.08845;-16.94524;5.02954
911.30000;40460.58596;26.08874;-16.94652;5.02982
911.55000;40461.84343;26.08902;-16.94777;5.02989
911.80000;40463.10089;26.08932;-16.94896;5.02977
912.05000;40464.35829;26.08965;-16.95009;5.02946
912.30000;40465.61559;26.09002;-16.95114;5.02896
912.55000;40466.87292;26.09037;-16.95244;5.02966
912.80000;40468.13040;26.09068;-16.95375;5.03018
913.05000;40469.38798;26.09097;-16.95504;5.03050
913.30000;40470.64545;26.09132;-16.95595;5.02923
913.55000;40471.90293;26.09164;-16.95741;5.03056
913.80000;40473.16054;26.09195;-16.95857;5.03031
914.05000;40474.41806;26.09230;-16.95965;5.02987
914.30000;40475.67562;26.09263;-16.96099;5.03062
914.55000;40476.93317;26.09298;-16.96199;5.02980
914.80000;40478.19067;26.09335;-16.96321;5.03018
915.05000;40479.44824;26.09370;-16.96442;5.03038
915.30000;40480.70583;26.09405;-16.96558;5.03039
915.55000;40481.96358;26.09435;-16.96705;5.03160
915.80000;40483.22143;26.09463;-16.96820;5.03122
916.05000;40484.47917;26.09497;-16.96927;5.03064
916.30000;40485.73691;26.09530;-16.97059;5.03127
916.55000;40486.99461;26.09567;-16.97155;5.03032
916.80000;40488.25222;26.09605;-16.97273;5.03058
917.05000;40489.51004;26.09636;-16.97423;5.03204
917.30000;40490.76786;26.09672;-16.97509;5.03052
917.55000;40492.02563;26.09707;-16.97648;5.03160
917.80000;40493.28347;26.09742;-16.97755;5.03111
918.05000;40494.54133;26.09775;-16.97887;5.03181
918.30000;40495.79935;26.09805;-16.98020;5.03232
918.55000;40497.05730;26.09839;-16.98116;5.03125
918.80000;40498.31513;26.09877;-16.98233;5.03138
919.05000;40499.57297;26.09915;-16.98346;5.03133
919.30000;40500.83094;26.09948;-16.98488;5.03248
919.55000;40502.08901;26.09980;-16.98599;5.03205
919.80000;40503.34695;26.10018;-16.98701;5.03144
920.05000;40504.60488;26.10055;-16.98828;5.03202
920.30000;40505.86294;26.10089;-16.98954;5.03243
920.55000;40507.12107;26.10121;-16.99078;5.03264
920.80000;40508.37923;26.10154;-16.99198;5.03265
921.05000;40509.63737;26.10188;-16.99313;5.03248
921.30000;40510.89545;26.10225;-16.99421;5.03212
921.55000;40512.15358;26.10259;-16.99555;5.03296
921.80000;40513.41173;26.10296;-16.99657;5.03223
922.05000;40514.66985;26.10333;-16.99781;5.03270
922.30000;40515.92806;26.10367;-16.99904;5.03298
922.55000;40517.18631;26.10401;-17.00024;5.03308
922.80000;40518.44457;26.10437;-17.00140;5.03298
923.05000;40519.70278;26.10474;-17.00249;5.03270
923.30000;40520.96107;26.10508;-17.00385;5.03362
923.55000;40522.21940;26.10544;-17.00489;5.03296
923.80000;40523.47770;26.10579;-17.00617;5.03351
924.05000;40524.73613;26.10612;-17.00744;5.03386
924.30000;40525.99461;26.10643;-17.00868;5.03403
924.55000;40527.25294;26.10682;-17.00953;5.03261
924.80000;40528.51124;26.10720;-17.01091;5.03379
925.05000;40529.76964;26.10757;-17.01199;5.03340
925.30000;40531.02809;26.10792;-17.01333;5.03421
925.55000;40532.28655;26.10829;-17.01433;5.03344
925.80000;40533.54496;26.10867;-17.01557;5.03388
926.05000;40534.80346;26.10902;-17.01678;5.03413
926.30000;40536.06200;26.10938;-17.01797;5.03419
926.55000;40537.32054;26.10974;-17.01910;5.03407
926.80000;40538.57901;26.11013;-17.02018;5.03376
927.05000;40539.83756;26.11049;-17.02152;5.03465
927.30000;40541.09614;26.11087;-17.02253;5.03397
927.55000;40542.35470;26.11125;-17.02379;5.03450
927.80000;40543.61337;26.11160;-17.02503;5.03484
928.05000;40544.87210;26.11193;-17.02625;5.03499
928.30000;40546.13084;26.11228;-17.02743;5.03494
928.55000;40547.38954;26.11264;-17.02855;5.03471
928.80000;40548.64817;26.11304;-17.02959;5.03430
929.05000;40549.90685;26.11342;-17.03090;5.03509
929.30000;40551.16552;26.11382;-17.03187;5.03432
929.55000;40552.42416;26.11423;-17.03307;5.03474
929.80000;40553.68287;26.11462;-17.03426;5.03499
930.05000;40554.94163;26.11500;-17.03542;5.03505
930.30000;40556.20038;26.11540;-17.03653;5.03494
930.55000;40557.45925;26.11574;-17.03792;5.03602
930.80000;40558.71819;26.11609;-17.03901;5.03553
931.05000;40559.97699;26.11650;-17.03999;5.03485
931.30000;40561.23577;26.11691;-17.04122;5.03538
931.55000;40562.49465;26.11728;-17.04244;5.03573
931.80000;40563.75360;26.11765;-17.04364;5.03589
932.05000;40565.01257;26.11802;-17.04479;5.03586
932.30000;40566.27151;26.11841;-17.04589;5.03565
932.55000;40567.53055;26.11876;-17.04727;5.03664
932.80000;40568.78964;26.11911;-17.04833;5.03606
933.05000;40570.04856;26.11954;-17.04929;5.03529
933.30000;40571.30744;26.11996;-17.05048;5.03574
933.55000;40572.56640;26.12037;-17.05165;5.03600
933.80000;40573.82541;26.12077;-17.05280;5.03608
934.05000;40575.08442;26.12118;-17.05390;5.03598
934.30000;40576.34355;26.12154;-17.05529;5.03709
934.55000;40577.60277;26.12190;-17.05637;5.03662
934.80000;40578.86201;26.12224;-17.05770;5.03734
935.05000;40580.12124;26.12262;-17.05869;5.03650
935.30000;40581.38041;26.12300;-17.05991;5.03685
935.55000;40582.63965;26.12338;-17.06110;5.03702
935.80000;40583.89890;26.12375;-17.06226;5.03701
936.05000;40585.15813;26.12415;-17.06335;5.03681
936.30000;40586.41728;26.12457;-17.06439;5.03643
936.55000;40587.67649;26.12497;-17.06568;5.03726
936.80000;40588.93571;26.12539;-17.06665;5.03652
937.05000;40590.19490;26.12582;-17.06785;5.03699
937.30000;40591.45419;26.12622;-17.06904;5.03728
937.55000;40592.71352;26.12661;-17.07020;5.03738
937.80000;40593.97285;26.12701;-17.07132;5.03731
938.05000;40595.23232;26.12736;-17.07272;5.03843
938.30000;40596.49187;26.12771;-17.07382;5.03798
938.55000;40597.75129;26.12811;-17.07483;5.03735
938.80000;40599.01070;26.12851;-17.07608;5.03791
939.05000;40600.27022;26.12888;-17.07732;5.03829
939.30000;40601.52965;26.12930;-17.07820;5.03711
939.55000;40602.78893;26.12977;-17.07927;5.03714
939.80000;40604.04837;26.13017;-17.08064;5.03837
940.05000;40605.30792;26.13057;-17.08172;5.03803
940.30000;40606.56753;26.13093;-17.08307;5.03890
940.55000;40607.82717;26.13131;-17.08408;5.03819
940.80000;40609.08678;26.13169;-17.08533;5.03869
941.05000;40610.34632;26.13213;-17.08622;5.03762
941.30000;40611.60574;26.13259;-17.08732;5.03776
941.55000;40612.86535;26.13298;-17.08873;5.03910
941.80000;40614.12510;26.13335;-17.08986;5.03888
942.05000;40615.38476;26.13376;-17.09091;5.03847
942.30000;40616.64431;26.13422;-17.09187;5.03789
942.55000;40617.90386;26.13466;-17.09308;5.03851
942.80000;40619.16355;26.13507;-17.09430;5.03896
943.05000;40620.42332;26.13546;-17.09550;5.03923
943.30000;40621.68313;26.13584;-17.09667;5.03931
943.55000;40622.94295;26.13624;-17.09780;5.03920
943.80000;40624.20271;26.13666;-17.09886;5.03892
944.05000;40625.46239;26.13711;-17.09985;5.03846
944.30000;40626.72210;26.13755;-17.10110;5.03921
944.55000;40627.98197;26.13794;-17.10236;5.03977
944.80000;40629.24179;26.13837;-17.10327;5.03878
945.05000;40630.50151;26.13883;-17.10439;5.03899
945.30000;40631.76143;26.13921;-17.10583;5.04040
945.55000;40633.02151;26.13957;-17.10698;5.04025
945.80000;40634.28153;26.13995;-17.10807;5.03991
946.05000;40635.54144;26.14038;-17.10908;5.03939
946.30000;40636.80138;26.14080;-17.11034;5.04006
946.55000;40638.06128;26.14125;-17.11126;5.03919
946.80000;40639.32112;26.14171;-17.11240;5.03952
947.05000;40640.58102;26.14216;-17.11352;5.03967
947.30000;40641.84093;26.14261;-17.11460;5.03965
947.55000;40643.10099;26.14301;-17.11598;5.04083
947.80000;40644.36116;26.14340;-17.11706;5.04045
948.05000;40645.62120;26.14383;-17.11805;5.03989
948.30000;40646.88125;26.14426;-17.11929;5.04053
948.55000;40648.14127;26.14472;-17.12020;5.03962
948.80000;40649.40122;26.14520;-17.12132;5.03992
949.05000;40650.66138;26.14559;-17.12276;5.04141
949.30000;40651.92155;26.14603;-17.12358;5.03997
949.55000;40653.18169;26.14645;-17.12493;5.04111
949.80000;40654.44191;26.14687;-17.12597;5.04069
950.05000;40655.70201;26.14733;-17.12693;5.04009
950.30000;40656.96211;26.14779;-17.12813;5.04070
950.55000;40658.22234;26.14821;-17.12934;5.04114
950.80000;40659.48265;26.14862;-17.13053;5.04139
951.05000;40660.74301;26.14902;-17.13169;5.04146
951.30000;40662.00336;26.14942;-17.13280;5.04135
951.55000;40663.26366;26.14986;-17.13385;5.04106
951.80000;40664.52387;26.15033;-17.13483;5.04060
952.05000;40665.78411;26.15079;-17.13607;5.04134
952.30000;40667.04452;26.15119;-17.13732;5.04190
952.55000;40668.30487;26.15164;-17.13822;5.04091
952.80000;40669.56512;26.15212;-17.13933;5.04112
953.05000;40670.82558;26.15251;-17.14075;5.04253
953.30000;40672.08619;26.15288;-17.14190;5.04238
953.55000;40673.34675;26.15328;-17.14298;5.04205
953.80000;40674.60719;26.15373;-17.14398;5.04154
954.05000;40675.86766;26.15416;-17.14523;5.04222
954.30000;40677.12811;26.15462;-17.14615;5.04136
954.55000;40678.38849;26.15509;-17.14728;5.04169
954.80000;40679.64894;26.15555;-17.14840;5.04186
955.05000;40680.90940;26.15601;-17.14948;5.04185
955.30000;40682.16984;26.15649;-17.15052;5.04167
955.55000;40683.43039;26.15693;-17.15183;5.04269
955.80000;40684.69099;26.15736;-17.15284;5.04216
956.05000;40685.95145;26.15786;-17.15375;5.04146
956.30000;40687.21187;26.15836;-17.15489;5.04197
956.55000;40688.47241;26.15883;-17.15604;5.04230
956.80000;40689.73300;26.15928;-17.15716;5.04247
957.05000;40690.99362;26.15974;-17.15825;5.04245
957.30000;40692.25438;26.16014;-17.15963;5.04364
957.55000;40693.51524;26.16054;-17.16071;5.04327
957.80000;40694.77599;26.16098;-17.16171;5.04271
958.05000;40696.03658;26.16148;-17.16262;5.04199
958.30000;40697.29714;26.16198;-17.16376;5.04247
958.55000;40698.55780;26.16245;-17.16489;5.04279
958.80000;40699.81851;26.16292;-17.16600;5.04293
959.05000;40701.07924;26.16339;-17.16708;5.04290
959.30000;40702.34011;26.16380;-17.16844;5.04406
959.55000;40703.60108;26.16421;-17.16951;5.04367
959.80000;40704.86192;26.16466;-17.17050;5.04311
960.05000;40706.12278;26.16510;-17.17173;5.04374
960.30000;40707.38360;26.16558;-17.17262;5.04282
960.55000;40708.64434;26.16608;-17.17373;5.04311
960.80000;40709.90513;26.16656;-17.17482;5.04323
961.05000;40711.16593;26.16706;-17.17586;5.04318
961.30000;40712.42687;26.16749;-17.17720;5.04433
961.55000;40713.68790;26.16792;-17.17825;5.04393
961.80000;40714.94881;26.16840;-17.17920;5.04335
962.05000;40716.20973;26.16887;-17.18041;5.04398
962.30000;40717.47078;26.16930;-17.18162;5.04442
962.55000;40718.73175;26.16979;-17.18247;5.04333
962.80000;40719.99276;26.17023;-17.18387;5.04480
963.05000;40721.25378;26.17071;-17.18466;5.04336
963.30000;40722.51477;26.17118;-17.18596;5.04449
963.55000;40723.77584;26.17165;-17.18697;5.04408
963.80000;40725.03678;26.17216;-17.18789;5.04349
964.05000;40726.29773;26.17266;-17.18906;5.04411
964.30000;40727.55882;26.17313;-17.19023;5.04456
964.55000;40728.81999;26.17357;-17.19140;5.04484
964.80000;40730.08122;26.17401;-17.19254;5.04494
